year,bowler,economy,bowling_strike_rate,bowling_average,per_matches_played,per_balls_faced,per_out,per_runs,per_extras,F,run_1,out_1,str_rate1,bowl_avg1,eco_1,ext,bf,RFM_Segment_Concat,cluster
2018,C Rushworth,7.402298850574713,23.72727272727273,29.272727272727273,92.85714285714286,15.685096153846152,10.679611650485436,15.799803729146225,8.0,4,4,3,3,3,2,3,4,44323,8
2019,C Rushworth,8.307692307692307,0.0,0.0,8.333333333333332,0.9312320916905444,0.0,1.0404624277456649,1.6129032258064515,1,1,1,1,1,3,1,1,11131,1
2014,RD Pringle,10.333333333333334,0.0,0.0,50.0,4.011887072808321,0.0,6.042884990253412,0.0,2,2,1,1,1,4,1,2,22141,4
2015,RD Pringle,8.223529411764707,34.0,46.6,84.61538461538461,11.564625850340136,6.493506493506493,12.96605453533667,5.982905982905983,4,3,2,4,4,3,2,3,43232,8
2016,RD Pringle,9.288461538461537,52.0,80.5,29.629629629629626,3.1601336979641443,1.1695906432748535,3.7669630322882544,2.4390243902439024,2,2,1,4,4,4,2,1,22142,4
2017,RD Pringle,7.839195979899497,18.09090909090909,23.63636363636364,78.57142857142857,12.822164948453608,16.923076923076927,12.16089803554724,10.92436974789916,3,3,4,3,3,3,3,3,33433,6
2018,RD Pringle,9.5,18.0,28.5,28.57142857142857,2.1634615384615383,1.9417475728155336,2.7968596663395484,0.0,2,1,1,3,3,4,1,1,21141,3
2014,U Arshad,7.04,25.0,29.33333333333333,66.66666666666666,11.144130757800891,7.142857142857142,11.43599740090968,28.301886792452827,3,3,3,4,3,2,4,3,33324,6
2015,U Arshad,7.102564102564102,9.75,11.541666666666664,100.0,15.918367346938775,31.168831168831172,15.414579855314415,21.367521367521366,4,4,4,1,2,2,4,4,44424,8
2016,U Arshad,9.00983606557377,23.461538461538463,35.230769230769226,51.851851851851855,9.267699787298694,7.602339181286548,10.715956948993917,10.16260162601626,3,3,3,3,4,4,3,3,33343,6
2017,U Arshad,7.357664233576642,34.25,42.0,57.14285714285714,8.827319587628867,6.153846153846153,7.857811038353602,15.966386554621847,3,3,2,4,4,2,4,3,33224,6
2014,GR Breese,6.086538461538463,14.857142857142858,15.071428571428573,91.66666666666666,15.453194650817235,16.666666666666664,13.710201429499676,6.60377358490566,4,4,4,2,2,1,3,4,44413,8
2014,MHA Footitt,7.3884297520661155,17.285714285714285,21.285714285714285,38.46153846153847,7.997356245869135,12.280701754385964,6.8537258509659615,29.496402877697843,2,2,3,3,3,2,4,3,22324,4
2015,MHA Footitt,9.058823529411764,51.0,77.0,14.285714285714285,3.1346035648432697,1.2987012987012987,3.563165201295696,4.201680672268908,1,2,1,4,4,4,2,1,12142,2
2014,TD Groenewald,7.923913043478262,20.444444444444443,27.0,32.0,6.386671294689344,6.9230769230769225,6.134814440797777,9.292035398230091,2,2,3,3,3,3,3,2,22333,4
2015,TD Groenewald,7.1694915254237275,39.333333333333336,47.0,45.45454545454545,9.254901960784313,5.357142857142857,8.150289017341041,7.6923076923076925,2,3,2,4,4,2,3,3,23223,5
2016,TD Groenewald,10.125,26.66666666666667,45.0,38.46153846153847,5.308560053085602,4.838709677419356,6.607929515418503,1.7391304347826086,2,2,2,4,4,4,1,2,22241,4
2017,TD Groenewald,8.430769230769231,15.0,21.076923076923077,44.0,6.596752368064952,8.176100628930818,6.995149348991575,4.615384615384616,2,2,3,2,3,3,2,2,22332,4
2019,TD Groenewald,8.628099173553718,13.444444444444445,19.33333333333333,53.846153846153854,8.304735758407688,10.714285714285714,8.309455587392549,1.1904761904761905,3,3,3,2,2,3,1,3,33331,6
2020,TD Groenewald,7.0,24.0,28.0,36.36363636363637,7.137546468401487,7.0175438596491215,6.2921348314606735,10.638297872340424,2,2,3,4,3,2,3,2,22323,4
2014,JL Clare,9.461538461538463,26.0,41.0,7.6923076923076925,1.7184401850627893,1.7543859649122806,1.8859245630174797,1.4388489208633095,1,1,1,4,4,4,1,1,11141,1
2014,WJ Durston,7.393939393939394,28.285714285714285,34.857142857142854,84.61538461538461,13.086582947785855,12.280701754385964,11.223551057957682,0.0,4,3,3,4,4,2,1,3,43321,8
2015,WJ Durston,7.658291457286433,19.9,25.4,78.57142857142857,12.231100184388444,12.987012987012985,11.753817677001386,1.680672268907563,3,3,3,3,3,3,1,3,33331,6
2016,WJ Durston,8.2,18.0,24.6,58.33333333333334,6.787330316742081,7.042253521126762,7.0852534562211975,4.878048780487805,3,2,3,3,3,3,2,2,32332,6
2014,CF Hughes,8.130841121495326,35.666666666666664,48.33333333333334,61.53846153846154,7.0720423000660935,5.263157894736842,6.6697332106715725,5.035971223021583,3,2,2,4,4,3,2,2,32232,6
2015,CF Hughes,10.888888888888891,27.0,49.0,35.714285714285715,3.31899200983405,2.5974025974025974,4.534937528921796,0.0,2,2,2,4,4,4,1,2,22241,4
2014,JKH Naik,6.463022508038585,20.733333333333334,22.33333333333333,54.16666666666666,10.520974289580515,9.25925925925926,8.781127129750983,5.213270142180095,3,3,3,3,3,2,2,3,33322,6
2015,JKH Naik,7.055793991416309,21.181818181818183,24.90909090909091,92.30769230769229,16.158113730929266,15.942028985507244,14.915623298856833,15.094339622641508,4,4,4,3,3,2,4,4,44424,8
2016,JKH Naik,6.8048780487804885,27.33333333333333,31.0,50.0,6.461780929866036,4.838709677419356,5.737199259716225,9.0,2,2,2,4,4,2,3,2,22223,4
2014,AJ Ireland,8.47887323943662,10.65,15.05,41.66666666666667,7.205683355886332,12.345679012345679,7.8899082568807355,3.3175355450236967,2,3,3,1,2,3,2,2,23332,5
2014,NL Buck,8.700000000000001,15.555555555555555,22.555555555555557,46.153846153846146,8.832807570977918,9.677419354838712,10.180541624874623,19.166666666666668,2,3,3,2,3,4,4,3,23344,5
2016,NL Buck,6.613636363636363,14.666666666666664,16.166666666666668,61.53846153846154,12.179930795847753,15.18987341772152,10.53775122216187,12.173913043478262,3,3,4,2,2,2,3,3,33423,6
2017,NL Buck,9.166666666666666,18.0,27.5,27.27272727272727,5.906480721903199,6.557377049180328,6.5750149432157805,8.333333333333332,2,2,2,3,3,4,3,2,22243,4
2018,NL Buck,8.698689956331878,19.08333333333333,27.66666666666667,71.42857142857143,14.502849905003169,19.047619047619047,14.273430782459155,12.0,3,4,4,3,3,4,3,4,34443,7
2019,NL Buck,8.948275862068966,23.2,34.6,63.63636363636363,9.090909090909092,8.771929824561402,10.998092816274635,13.888888888888891,3,3,3,3,4,4,4,3,33344,6
2020,NL Buck,8.46242774566474,17.3,24.4,100.0,15.24229074889868,17.24137931034483,17.134831460674153,14.545454545454545,4,4,4,3,3,3,4,4,44434,8
2014,JJ Cobb,7.446428571428571,13.176470588235292,16.352941176470587,100.0,14.132492113564668,18.27956989247312,13.941825476429287,6.666666666666668,4,4,4,2,2,3,3,4,44433,8
2015,JJ Cobb,8.254545454545454,23.57142857142857,32.42857142857143,75.0,9.44476244991414,7.777777777777778,10.239061795218763,5.63380281690141,3,3,3,3,4,3,2,3,33332,6
2016,JJ Cobb,8.357142857142858,17.5,24.375,80.0,7.878446820483961,8.0,9.019426456984274,1.574803149606299,3,3,3,3,3,3,1,3,33331,6
2017,JJ Cobb,11.0,36.0,66.0,16.666666666666664,1.2991699747383616,0.7936507936507936,1.7318289162949356,0.9852216748768472,1,1,1,4,4,4,1,1,11141,1
2018,JJ Cobb,8.372093023255811,28.66666666666667,40.0,57.14285714285714,5.446485117162761,4.761904761904762,5.1590713671539135,4.0,3,2,2,4,4,3,2,2,32232,6
2019,JJ Cobb,5.684210526315789,66.5,63.0,81.81818181818183,10.423197492163007,3.5087719298245608,8.010171646535284,6.9444444444444455,4,3,2,4,4,1,3,3,43213,8
2020,JJ Cobb,6.0,52.33333333333334,52.33333333333334,100.0,13.832599118942733,5.172413793103448,11.025280898876405,20.0,4,3,2,4,4,1,4,4,43214,8
2014,MNW Spriegel,8.6,22.5,32.25,66.66666666666666,6.564551422319474,5.797101449275362,7.084019769357496,0.0,3,2,2,3,4,3,1,2,32231,6
2014,OP Stone,7.382352941176472,34.0,41.833333333333336,43.47826086956522,7.508281192491719,3.92156862745098,7.470238095238094,14.720812182741115,2,2,2,4,4,2,4,2,22224,4
2015,OP Stone,8.106382978723406,47.0,63.5,68.75,10.761305094447623,4.4444444444444455,11.456923770861525,17.6056338028169,3,3,2,4,4,3,4,3,33234,6
2016,OP Stone,9.888888888888891,18.0,29.66666666666667,20.0,3.0388294879009567,3.0,4.116558741905643,7.086614173228346,1,2,2,3,4,4,3,1,12243,2
2017,OP Stone,8.809248554913296,19.222222222222218,28.222222222222218,46.66666666666666,9.38177874186551,8.91089108910891,10.435497124075596,10.655737704918034,2,3,3,3,3,4,3,3,23343,5
2018,OP Stone,7.75,17.142857142857142,22.142857142857146,35.714285714285715,6.916426512968299,7.070707070707071,6.4422277639235235,9.25925925925926,2,2,3,3,3,3,3,2,22333,4
2019,OP Stone,7.25,24.0,29.0,8.333333333333332,1.6889514426460241,1.6129032258064515,1.6057585825027685,0.8928571428571428,1,1,1,4,3,2,1,1,11121,1
2020,OP Stone,8.289017341040463,10.8125,14.9375,88.8888888888889,17.282717282717282,27.118644067796605,17.625368731563423,20.0,4,4,4,1,2,3,4,4,44434,8
2014,Azharullah,9.168224299065422,16.46153846153846,25.153846153846153,47.82608695652174,7.8763341921236645,8.49673202614379,9.732142857142858,6.091370558375635,2,3,3,2,3,4,3,3,23343,5
2015,Azharullah,8.314606741573035,14.052631578947368,19.473684210526315,93.75,15.283342873497427,21.11111111111111,16.689219666215607,21.83098591549296,4,4,4,2,2,3,4,4,44434,8
2016,Azharullah,8.157024793388429,30.25,41.125,80.0,13.618458075407991,8.0,15.217391304347828,7.086614173228346,3,4,3,4,4,3,3,4,34333,7
2017,Azharullah,8.704918032786884,15.25,22.125,20.833333333333336,4.402742692168891,6.349206349206349,4.6444502755182375,1.9704433497536944,1,2,2,2,3,4,2,2,12242,2
2014,GG White,9.105527638190956,33.166666666666664,50.33333333333334,83.33333333333334,14.51495258935084,8.695652173913043,16.584294343767162,6.593406593406594,4,4,3,4,4,4,3,4,44343,8
2015,GG White,8.9079754601227,23.285714285714285,34.57142857142857,62.5,9.33028048082427,7.777777777777778,10.915651781686964,1.4084507042253522,3,3,3,3,4,4,1,3,33341,6
2016,GG White,7.417322834645667,19.53846153846154,24.153846153846153,93.33333333333331,14.293753517163761,13.0,14.523589269195186,7.874015748031495,4,4,3,3,3,2,3,4,44323,8
2017,GG White,8.735294117647058,22.66666666666667,33.0,16.666666666666664,2.4539877300613497,2.380952380952381,2.597743374442403,2.955665024630542,1,1,2,3,4,4,2,1,11242,2
2018,GG White,9.68421052631579,38.0,61.33333333333334,57.14285714285714,7.219759341355287,4.761904761904762,7.910576096302665,6.0,3,3,2,4,4,4,3,2,33243,6
2019,GG White,7.0649350649350655,23.1,27.2,100.0,18.103448275862068,17.543859649122805,17.29179910998093,15.277777777777779,4,4,4,3,3,2,4,4,44424,8
2020,GG White,7.394190871369295,20.08333333333333,24.75,100.0,21.23348017621145,20.689655172413797,20.856741573033712,10.909090909090908,4,4,4,3,3,2,3,4,44423,8
2014,SP Crook,6.9075630252100835,17.0,19.571428571428573,52.17391304347826,8.75966139124034,9.150326797385619,8.154761904761905,5.583756345177664,3,3,3,2,2,2,2,3,33322,6
2015,SP Crook,8.253164556962025,26.33333333333333,36.22222222222222,81.25,13.566113337149401,10.0,14.704555705908884,16.901408450704224,4,4,3,4,4,3,4,4,44334,8
2016,SP Crook,8.478260869565217,20.444444444444443,28.88888888888889,86.66666666666669,10.354530106921779,9.0,12.0259019426457,17.322834645669293,4,3,3,3,3,3,4,3,43334,8
2017,SP Crook,9.619047619047619,0.0,0.0,25.0,2.273547455792133,0.0,2.650223038572553,2.955665024630542,1,1,1,1,1,4,2,1,11142,1
2018,SP Crook,13.153846153846155,0.0,0.0,21.428571428571427,1.6466117796073465,0.0,2.4505588993981084,2.0,1,1,1,1,1,4,2,1,11142,1
2014,JA Brooks,8.836363636363636,55.0,81.0,27.27272727272727,4.166666666666666,1.2048192771084338,5.084745762711865,2.7397260273972597,2,2,1,4,4,4,2,2,22142,4
2015,JA Brooks,10.08,0.0,0.0,14.285714285714285,1.5394088669950738,0.0,1.991465149359886,1.5873015873015872,1,1,1,1,1,4,1,1,11141,1
2018,JA Brooks,7.330188679245283,21.2,25.9,71.42857142857143,13.014119091467158,13.698630136986301,11.864406779661017,11.538461538461537,3,3,4,3,3,2,3,3,33423,6
2014,RM Pyrah,7.254545454545455,16.923076923076927,20.46153846153846,100.0,16.666666666666664,15.662650602409641,16.698053986189578,26.02739726027397,4,4,4,2,3,2,4,4,44424,8
2015,RM Pyrah,7.047619047619048,27.0,31.714285714285715,71.42857142857143,11.637931034482758,8.536585365853659,10.526315789473683,10.317460317460316,3,3,3,4,4,2,3,3,33323,6
2014,AM Lilley,7.849315068493151,24.33333333333333,31.83333333333333,60.0,8.093126385809313,5.607476635514018,8.818097876269624,2.5423728813559325,3,3,2,4,4,3,2,3,33232,6
2015,AM Lilley,6.385135135135134,17.411764705882348,18.529411764705888,100.0,15.481171548117151,13.076923076923077,13.901147396293027,8.47457627118644,4,4,4,3,2,1,3,4,44413,8
2016,AM Lilley,7.518518518518517,18.0,22.555555555555557,76.92307692307693,11.211072664359861,11.39240506329114,11.02661596958175,7.82608695652174,3,3,3,3,3,3,3,3,33333,6
2017,AM Lilley,7.534883720930233,21.5,27.0,72.72727272727273,6.724003127443316,5.970149253731343,6.844106463878328,10.0,3,2,2,3,3,3,3,2,32233,6
2018,AM Lilley,7.89873417721519,79.0,104.0,33.33333333333333,4.550691244239631,0.9345794392523364,4.720835224693599,2.1978021978021984,2,2,1,4,4,3,2,2,22132,4
2019,AM Lilley,6.9642857142857135,37.333333333333336,43.33333333333334,83.33333333333334,9.71379011274935,5.6603773584905674,8.76010781671159,15.789473684210524,4,3,2,4,4,2,4,3,43224,8
2020,AM Lilley,7.909090909090909,0.0,0.0,55.555555555555564,4.226705091258405,0.0,4.58498023715415,3.571428571428571,3,2,1,1,1,3,2,2,32132,6
2014,Kabir Ali,7.411764705882352,11.333333333333336,14.0,73.33333333333333,13.192904656319289,19.626168224299064,13.573407202216067,9.322033898305083,3,4,4,1,2,2,3,3,34423,7
2014,J Clark,7.691489361702128,18.8,24.1,80.0,10.421286031042131,9.345794392523365,11.126500461680518,16.94915254237288,3,3,3,3,3,3,4,3,33334,6
2015,J Clark,8.607142857142858,12.923076923076925,18.53846153846154,68.75,8.786610878661088,10.0,10.635481023830536,11.864406779661017,3,3,3,2,2,3,3,3,33333,6
2016,J Clark,8.15668202764977,21.7,29.5,76.92307692307693,15.017301038062284,12.658227848101266,16.023900054318304,13.043478260869565,3,4,3,3,4,3,4,4,34334,7
2017,J Clark,8.162162162162161,15.857142857142858,21.571428571428577,63.63636363636363,8.678655199374512,10.44776119402985,9.569074778200251,11.25,3,3,3,2,3,3,3,3,33333,6
2018,J Clark,7.725,22.857142857142854,29.42857142857143,73.33333333333333,9.216589861751153,6.5420560747663545,9.350885156604631,20.87912087912088,3,3,2,3,4,3,4,3,33234,6
2019,J Clark,8.549999999999999,26.66666666666667,38.0,84.61538461538461,11.188811188811188,8.108108108108109,11.60896130346232,7.142857142857142,4,3,3,4,4,3,3,3,43333,8
2014,SJ Croft,5.29054054054054,21.142857142857142,18.642857142857142,93.33333333333331,16.4079822616408,13.084112149532707,12.049861495844874,23.728813559322035,4,3,4,3,2,1,4,4,43414,8
2015,SJ Croft,7.0035587188612105,20.071428571428573,23.42857142857143,100.0,14.69665271966527,10.769230769230768,14.474845542806706,12.711864406779661,4,4,3,3,3,2,4,4,44324,8
2016,SJ Croft,6.60377358490566,26.5,29.16666666666667,100.0,11.003460207612457,7.59493670886076,9.505703422053232,6.956521739130435,4,3,3,4,3,2,3,3,43323,8
2017,SJ Croft,6.827586206896553,43.5,49.5,90.9090909090909,6.802189210320562,2.985074626865672,6.273764258555134,3.75,4,2,2,4,4,2,2,2,42222,8
2018,SJ Croft,6.4411764705882355,17.0,18.25,46.66666666666666,3.9170506912442393,3.738317757009345,3.313663186563777,6.593406593406594,2,1,2,2,2,2,3,2,21223,3
2019,SJ Croft,6.244897959183674,12.25,12.75,54.54545454545454,3.7037037037037033,4.819277108433735,3.1307550644567224,3.125,3,1,2,2,2,1,2,2,31212,6
2020,SJ Croft,7.0,16.5,19.25,33.33333333333333,3.0484988452655886,3.2258064516129035,2.944550669216061,0.0,2,1,2,2,2,2,1,1,21221,3
2014,WA White,8.511627906976743,17.2,24.4,26.66666666666667,4.767184035476718,4.672897196261682,5.632502308402586,4.23728813559322,2,2,2,3,3,3,2,2,22232,4
2015,WA White,8.470588235294116,18.545454545454547,26.181818181818183,64.28571428571429,12.53841425937308,14.285714285714285,13.327163350300784,11.764705882352938,3,4,4,3,3,3,3,3,34433,7
2014,A Carter,5.9491525423728815,13.111111111111109,13.0,38.46153846153847,7.426054122089366,10.0,6.081081081081082,14.0625,2,2,3,2,2,1,4,2,22314,4
2016,A Carter,7.6875,16.0,20.5,66.66666666666666,14.479638009049776,16.901408450704224,14.170506912442395,31.707317073170728,3,4,4,2,3,3,4,4,34434,7
2018,A Carter,9.6,45.0,72.0,18.75,2.4377031419284942,0.8547008547008548,2.987551867219917,5.217391304347826,1,1,1,4,4,4,2,1,11142,1
2014,SJ Mullaney,7.900763358778628,20.153846153846157,26.538461538461537,100.0,16.488357457520454,14.444444444444445,17.931392931392928,12.5,4,4,4,3,3,3,3,4,44433,8
2015,SJ Mullaney,6.850202429149798,19.0,21.69230769230769,92.30769230769229,16.23931623931624,17.567567567567572,14.343845371312305,7.6190476190476195,4,4,4,3,3,2,3,4,44423,8
2016,SJ Mullaney,7.651376146788992,16.76923076923077,21.384615384615387,100.0,15.128383067314367,16.455696202531644,15.626756604834178,1.282051282051282,4,4,4,2,3,3,1,4,44431,8
2017,SJ Mullaney,8.75,24.0,35.0,93.75,12.371134020618555,9.00900900900901,12.553802008608322,3.2,4,3,3,4,4,4,2,3,43342,8
2018,SJ Mullaney,9.415384615384617,17.727272727272727,27.818181818181817,100.0,11.33720930232558,12.222222222222221,12.469437652811735,7.352941176470589,4,3,3,3,3,4,3,3,43343,8
2019,SJ Mullaney,8.0,12.0,16.0,8.333333333333332,1.6913319238900637,2.2222222222222223,1.9104477611940296,0.0,1,1,2,2,2,3,1,1,11231,2
2020,SJ Mullaney,7.148148148148147,18.0,21.444444444444443,90.9090909090909,12.857142857142856,12.162162162162163,12.22292590246992,4.6875,4,3,3,3,3,2,2,3,43322,8
2014,TC Smith,8.508196721311476,17.428571428571427,24.714285714285715,60.0,6.762749445676276,6.5420560747663545,7.9870729455216996,5.932203389830509,3,3,2,3,3,3,2,2,33232,6
2016,TC Smith,6.413793103448278,0.0,0.0,15.384615384615385,2.006920415224913,0.0,1.6838674633351438,4.3478260869565215,1,1,1,1,1,2,2,1,11122,1
2014,OP Rayner,7.6929460580912865,60.25,77.25,48.0,7.9537953795379535,2.6490066225165565,8.138003687121412,8.994708994708995,2,3,2,4,4,3,3,3,23233,5
2015,OP Rayner,7.228070175438598,57.0,68.66666666666667,53.846153846153854,11.624745071380017,4.285714285714286,10.76842655514898,14.814814814814813,3,3,2,4,4,2,4,3,33224,6
2016,OP Rayner,6.9375,16.0,18.5,35.714285714285715,6.142034548944338,6.8181818181818175,5.701078582434515,4.132231404958678,2,2,3,2,2,2,2,2,22322,4
2014,JAR Harris,8.689655172413794,21.09090909090909,30.54545454545455,48.0,7.656765676567656,7.284768211920531,8.849091387937847,7.4074074074074066,2,3,3,3,4,4,3,3,23343,5
2015,JAR Harris,8.198473282442748,21.83333333333333,29.83333333333333,46.153846153846146,8.905506458191708,8.571428571428571,9.357030841610037,8.333333333333332,2,3,3,3,4,3,3,3,23333,5
2016,JAR Harris,9.428571428571429,28.0,44.0,14.285714285714285,1.7914267434420987,1.1363636363636365,2.2598870056497176,4.132231404958678,1,1,1,4,4,4,2,1,11142,1
2018,JAR Harris,8.660377358490566,17.666666666666668,25.5,35.714285714285715,6.471306471306473,7.2289156626506035,6.102911846828879,7.82608695652174,2,2,3,3,3,4,3,2,22343,4
2020,JAR Harris,11.181818181818182,66.0,123.0,40.0,5.994550408719347,1.6129032258064515,8.84255930984903,8.888888888888891,2,3,1,4,4,4,3,2,23143,5
2014,TS Roland-Jones,8.945454545454545,36.66666666666666,54.66666666666666,38.46153846153847,7.251153592617007,4.411764705882354,8.559498956158661,9.63855421686747,2,3,2,4,4,4,3,2,23243,5
2015,TS Roland-Jones,11.090909090909092,49.5,91.5,38.46153846153847,6.730115567641062,2.8571428571428568,9.566126502875065,6.481481481481482,2,3,2,4,4,4,3,2,23243,5
2016,TS Roland-Jones,7.189873417721518,13.941176470588234,16.705882352941178,85.71428571428571,15.163147792706333,19.318181818181817,14.58654340010272,5.785123966942148,4,4,4,2,2,2,2,4,44422,8
2017,TS Roland-Jones,9.3,14.285714285714285,22.142857142857146,28.57142857142857,6.309148264984227,6.930693069306932,7.631708517971443,15.315315315315313,2,2,3,2,3,4,4,2,22344,4
2019,TS Roland-Jones,8.426966292134832,13.35,18.75,100.0,16.856060606060606,24.09638554216868,17.107664233576642,8.333333333333332,4,4,4,2,2,3,3,4,44433,8
2014,RH Patel,6.224299065420562,16.894736842105264,17.526315789473685,56.00000000000001,10.594059405940596,12.582781456953645,8.770081643402685,5.291005291005291,3,3,3,2,2,1,2,3,33312,6
2015,RH Patel,9.368421052631579,0.0,0.0,38.46153846153847,7.749830047586674,0.0,9.304756926293779,0.9259259259259258,2,3,1,1,1,4,1,3,23141,5
2016,RH Patel,7.625,12.0,15.25,14.285714285714285,3.071017274472169,4.545454545454546,3.133025166923472,0.0,1,1,2,2,2,3,1,1,11231,2
2018,RH Patel,9.233766233766234,30.8,47.4,57.14285714285714,9.401709401709402,6.024096385542169,9.453530115676106,3.4782608695652173,3,3,2,4,4,4,2,3,33242,6
2014,SA Piolet,7.489208633093525,18.53333333333333,23.13333333333333,100.0,18.0871828236825,19.736842105263158,18.06350858927642,4.464285714285714,4,4,4,3,3,3,2,4,44432,8
2015,SA Piolet,7.363636363636363,44.0,54.0,15.384615384615385,2.8776978417266186,1.3698630136986298,2.689243027888446,5.7142857142857135,1,1,1,4,4,2,2,1,11122,1
2014,WAT Beer,6.28695652173913,15.333333333333336,16.066666666666666,92.30769230769229,14.964216005204944,19.736842105263158,12.545549193128581,12.5,4,3,4,2,2,1,3,4,43413,8
2015,WAT Beer,7.314049586776859,30.25,36.875,92.30769230769229,15.827338129496402,10.958904109589039,14.691235059760956,12.38095238095238,4,4,3,4,4,2,3,4,44323,8
2016,WAT Beer,7.5700934579439245,21.4,27.0,91.66666666666666,15.781710914454276,11.904761904761903,16.138673042438732,7.6923076923076925,4,4,3,3,3,3,3,4,44333,8
2017,WAT Beer,8.754098360655739,17.428571428571427,25.42857142857143,26.923076923076927,4.042412193505633,3.9325842696629216,4.631798074421026,1.680672268907563,2,2,2,3,3,4,1,2,22241,4
2018,WAT Beer,7.211538461538463,14.857142857142858,17.857142857142858,42.857142857142854,6.384284837323513,7.368421052631577,6.094588005850805,3.9370078740157477,2,2,3,2,2,2,2,2,22322,4
2019,WAT Beer,7.809523809523809,14.0,18.222222222222218,46.153846153846146,8.015267175572518,10.843373493975903,8.082799408575653,0.0,2,3,3,2,2,3,1,3,23331,5
2020,WAT Beer,8.042553191489363,23.5,31.5,45.45454545454545,7.1050642479213915,5.7142857142857135,7.701711491442543,8.16326530612245,2,3,2,3,4,3,3,2,23233,5
2014,RJ Hamilton-Brown,6.333333333333332,18.0,19.0,15.384615384615385,1.1711125569290826,1.3157894736842104,0.989068193649141,1.7857142857142856,1,1,1,3,2,1,1,1,11111,1
2014,OJ Newby,5.0769230769230775,13.0,11.0,6.666666666666668,0.7266629401900504,1.3888888888888888,0.4539826661163846,1.4084507042253522,1,1,1,2,1,1,1,1,11111,1
2014,GM Smith,11.653846153846155,0.0,0.0,33.33333333333333,2.9066517607602016,0.0,4.1683862979777135,3.5211267605633805,2,2,1,1,1,4,2,1,22142,4
2015,GM Smith,10.5,12.0,21.0,7.6923076923076925,0.7547169811320755,1.1764705882352942,1.0616784630940344,0.7633587786259541,1,1,1,2,3,4,1,1,11141,1
2014,MTC Waller,6.927272727272728,31.42857142857143,36.285714285714285,83.33333333333334,16.08187134502924,9.58904109589041,14.21376608841634,6.896551724137932,4,4,3,4,4,2,3,4,44323,8
2015,MTC Waller,7.739999999999998,22.222222222222218,28.66666666666667,90.9090909090909,15.68627450980392,16.071428571428573,14.913294797687865,7.6923076923076925,4,4,4,3,3,3,3,4,44433,8
2016,MTC Waller,7.819004524886878,17.0,22.153846153846153,92.30769230769229,14.664897146648972,20.967741935483872,14.09691629955947,6.956521739130435,4,4,4,2,3,3,3,4,44433,8
2017,MTC Waller,7.641891891891892,17.411764705882348,22.176470588235293,56.00000000000001,10.013531799729362,10.691823899371071,9.624712790400816,2.564102564102564,3,3,3,3,3,3,2,3,33332,6
2018,MTC Waller,6.469565217391303,20.294117647058822,21.882352941176467,100.0,18.9873417721519,15.887850467289717,14.73851030110935,12.676056338028168,4,4,4,3,3,2,4,4,44424,8
2019,MTC Waller,7.199999999999998,20.714285714285715,24.857142857142854,100.0,19.90391214824983,16.666666666666664,16.618911174785097,17.857142857142858,4,4,4,3,3,2,4,4,44424,8
2020,MTC Waller,5.9423076923076925,26.0,25.75,100.0,19.88527724665392,12.903225806451614,15.350223546944857,9.58904109589041,4,4,3,4,3,1,3,4,44313,8
2014,ZS Ansari,7.800000000000002,17.5,22.75,60.0,7.641921397379912,8.24742268041237,8.318098720292506,4.23728813559322,3,3,3,3,3,3,2,3,33332,6
2015,ZS Ansari,8.196078431372548,19.125,26.125,41.66666666666667,5.274043433298862,5.479452054794519,5.475504322766571,3.211009174311927,2,2,2,3,3,3,2,2,22232,4
2016,ZS Ansari,7.081967213114754,20.33333333333333,24.0,71.42857142857143,11.444652908067539,12.162162162162163,10.821643286573146,3.333333333333333,3,3,3,3,3,2,2,3,33322,6
2014,LC Norwell,7.478260869565218,23.0,28.66666666666667,23.07692307692308,4.560475875743557,3.6144578313253017,4.57203615098352,3.7735849056603774,1,2,2,3,3,3,2,2,12232,2
2015,LC Norwell,10.533333333333333,0.0,0.0,14.285714285714285,2.7590435315757205,0.0,3.787152444870566,5.223880597014925,1,2,1,1,1,4,2,1,12142,2
2016,LC Norwell,8.796116504854366,68.66666666666667,100.66666666666669,78.57142857142857,11.900635470826114,3.1578947368421053,13.975011568718186,10.948905109489052,3,4,2,4,4,4,3,3,34243,7
2018,LC Norwell,14.666666666666664,0.0,0.0,8.333333333333332,0.6479481641468683,0.0,1.2276785714285714,0.0,1,1,1,1,1,4,1,1,11141,1
2020,LC Norwell,13.25,24.0,53.0,11.111111111111109,2.3976023976023977,1.6949152542372878,3.908554572271387,0.0,1,2,1,4,4,4,1,1,12141,2
2014,TMJ Smith,7.348623853211008,18.166666666666668,22.25,76.92307692307693,14.408460013218772,14.457831325301207,14.194577352472091,8.49056603773585,3,4,4,3,3,2,3,4,34423,7
2015,TMJ Smith,6.850574712643678,11.347826086956523,12.956521739130435,85.71428571428571,16.00245248313918,25.555555555555554,14.285714285714285,4.477611940298506,4,4,4,1,2,2,2,4,44422,8
2016,TMJ Smith,7.191011235955057,22.25,26.66666666666667,92.85714285714286,15.424610051993067,12.63157894736842,14.807959278111985,8.75912408759124,4,4,3,3,3,2,3,4,44323,8
2017,TMJ Smith,7.413461538461538,18.90909090909091,23.363636363636363,43.47826086956522,8.0,7.38255033557047,7.944358578052549,5.025125628140704,2,3,3,3,3,2,2,3,23322,5
